date,game_id,home_team,away_team,venue,home_edge_score,away_edge_score,edge_diff,ou_score,ou_convergence_boost,model_total,actual_total,home_score,away_score,home_won,bet_signal,bet_side,model_win_prob,diff_signal,diff_side,ou_signal,ml_result,diff_result,ou_result
2025-08-17,776699,Athletics,Los Angeles Angels,Sutter Health Park,45.39,35.74,9.6,59.7,0.0,9.5,16,5,11,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-08-17,776703,San Francisco Giants,Tampa Bay Rays,Oracle Park,80.86,34.07,46.8,55.3,0.0,8.9,8,7,1,True,HOME,HOME,0.6522,NO BET,,NO BET,WIN,NO BET,NO BET
2025-08-17,776697,Los Angeles Dodgers,San Diego Padres,Dodger Stadium,37.39,30.79,6.6,62.0,0.0,9.8,9,5,4,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-08-17,776707,New York Mets,Seattle Mariners,Journey Bank Ballpark,32.84,34.13,1.3,62.7,0.0,9.8,10,7,3,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-08-18,777459,Chicago Cubs,Milwaukee Brewers,Wrigley Field,48.81,43.87,4.9,57.0,0.0,9.2,7,0,7,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-08-18,776692,Detroit Tigers,Houston Astros,Comerica Park,47.69,38.68,9.0,58.6,0.0,9.3,10,10,0,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-08-18,776694,Pittsburgh Pirates,Toronto Blue Jays,PNC Park,64.1,75.86,11.8,33.2,-15.0,7.5,7,5,2,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-08-18,776688,Miami Marlins,St. Louis Cardinals,loanDepot park,40.02,45.19,5.2,61.7,0.0,9.5,11,3,8,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-08-18,776689,Philadelphia Phillies,Seattle Mariners,Citizens Bank Park,54.1,53.07,1.0,53.7,0.0,8.8,19,12,7,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-08-18,776695,Boston Red Sox,Baltimore Orioles,Fenway Park,37.62,26.13,11.5,63.4,0.0,9.9,9,3,6,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-08-18,776696,Atlanta Braves,Chicago White Sox,Truist Park,52.52,55.27,2.8,56.9,0.0,9.0,22,9,13,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-08-18,776690,Kansas City Royals,Texas Rangers,Kauffman Stadium,37.52,48.84,11.3,62.1,0.0,9.5,7,4,3,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-08-18,776693,Colorado Rockies,Los Angeles Dodgers,Coors Field,37.64,53.52,15.9,61.6,0.0,9.5,7,4,3,True,NO BET,,,AWAY,AWAY,NO BET,NO BET,LOSS,NO BET
2025-08-18,776681,Los Angeles Angels,Cincinnati Reds,Angel Stadium,50.43,56.16,5.7,54.3,0.0,8.8,5,1,4,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-08-18,776682,Arizona Diamondbacks,Cleveland Guardians,Chase Field,42.79,51.06,8.3,60.3,0.0,9.3,4,1,3,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-08-18,776683,San Diego Padres,San Francisco Giants,Petco Park,40.05,47.03,7.0,58.3,0.0,9.3,7,3,4,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-08-19,776691,Chicago Cubs,Milwaukee Brewers,Wrigley Field,45.27,38.58,6.7,58.9,0.0,9.4,10,6,4,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-08-19,776676,Chicago Cubs,Milwaukee Brewers,Wrigley Field,50.92,45.23,5.7,56.3,0.0,9.1,5,4,1,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-08-19,776685,Detroit Tigers,Houston Astros,Comerica Park,52.97,41.54,11.4,57.2,0.0,9.1,1,1,0,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-08-19,776679,Pittsburgh Pirates,Toronto Blue Jays,PNC Park,46.1,72.35,26.2,57.1,0.0,8.8,10,3,7,False,AWAY,AWAY,0.6309,NO BET,,NO BET,WIN,NO BET,NO BET
2025-08-19,776686,Miami Marlins,St. Louis Cardinals,loanDepot park,37.41,80.57,43.2,58.9,0.0,8.9,11,4,7,False,AWAY,AWAY,0.6514,NO BET,,NO BET,WIN,NO BET,NO BET
2025-08-19,776678,Washington Nationals,New York Mets,Nationals Park,36.36,51.49,15.1,58.9,0.0,9.3,9,1,8,False,NO BET,,,AWAY,AWAY,NO BET,NO BET,WIN,NO BET
2025-08-19,776680,Philadelphia Phillies,Seattle Mariners,Citizens Bank Park,52.99,28.29,24.7,61.2,0.0,9.6,10,6,4,True,NO BET,,,HOME,HOME,NO BET,NO BET,WIN,NO BET
2025-08-19,776684,Boston Red Sox,Baltimore Orioles,Fenway Park,53.38,30.13,23.3,60.6,0.0,9.5,7,3,4,False,NO BET,,,HOME,HOME,NO BET,NO BET,LOSS,NO BET
2025-08-19,776687,Atlanta Braves,Chicago White Sox,Truist Park,80.0,52.06,27.9,51.4,0.0,8.3,21,11,10,True,HOME,HOME,0.65,NO BET,,NO BET,WIN,NO BET,NO BET
2025-08-19,776677,Tampa Bay Rays,New York Yankees,George M. Steinbrenner Field,48.12,49.75,1.6,55.6,0.0,9.0,16,3,13,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-08-19,776675,Kansas City Royals,Texas Rangers,Kauffman Stadium,39.08,51.3,12.2,61.3,0.0,9.5,7,5,2,True,NO BET,,,AWAY,AWAY,NO BET,NO BET,LOSS,NO BET
2025-08-19,776674,Minnesota Twins,Athletics,Target Field,48.83,25.37,23.5,62.5,0.0,9.7,9,3,6,False,NO BET,,,HOME,HOME,NO BET,NO BET,LOSS,NO BET
2025-08-19,776671,Colorado Rockies,Los Angeles Dodgers,Coors Field,32.46,55.22,22.8,62.9,0.0,9.6,15,4,11,False,NO BET,,,AWAY,AWAY,NO BET,NO BET,WIN,NO BET
2025-08-19,776668,Los Angeles Angels,Cincinnati Reds,Angel Stadium,48.99,46.52,2.5,56.1,0.0,9.1,10,4,6,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-08-19,776672,Arizona Diamondbacks,Cleveland Guardians,Chase Field,52.39,43.45,8.9,59.9,0.0,9.3,11,6,5,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-08-19,776667,San Diego Padres,San Francisco Giants,Petco Park,46.16,41.78,4.4,57.9,0.0,9.3,6,5,1,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-08-20,776661,Pittsburgh Pirates,Toronto Blue Jays,PNC Park,46.06,53.33,7.3,55.8,0.0,9.0,3,2,1,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-08-20,776662,Philadelphia Phillies,Seattle Mariners,Citizens Bank Park,41.43,50.11,8.7,57.6,0.0,9.2,13,11,2,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-08-20,776673,Detroit Tigers,Houston Astros,Comerica Park,48.01,48.26,0.2,55.8,0.0,9.0,9,7,2,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-08-20,776658,Arizona Diamondbacks,Cleveland Guardians,Chase Field,40.83,42.86,2.0,61.7,0.0,9.6,5,3,2,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-08-20,776670,Miami Marlins,St. Louis Cardinals,loanDepot park,50.41,49.98,0.4,58.2,0.0,9.1,8,6,2,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-08-20,776659,Washington Nationals,New York Mets,Nationals Park,40.26,36.29,4.0,60.1,0.0,9.5,9,5,4,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-08-20,776669,Atlanta Braves,Chicago White Sox,Truist Park,45.53,36.23,9.3,59.6,0.0,9.4,1,1,0,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-08-20,776664,Tampa Bay Rays,New York Yankees,George M. Steinbrenner Field,22.5,46.0,23.5,63.6,0.0,9.9,10,4,6,False,AWAY,AWAY,0.533,NO BET,,NO BET,WIN,NO BET,NO BET
2025-08-20,776666,Kansas City Royals,Texas Rangers,Kauffman Stadium,44.13,50.98,6.8,56.7,0.0,9.1,9,3,6,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-08-20,776665,Minnesota Twins,Athletics,Target Field,47.53,51.06,3.5,55.6,0.0,9.0,6,2,4,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-08-20,776663,Chicago Cubs,Milwaukee Brewers,Wrigley Field,47.7,45.23,2.5,56.7,0.0,9.1,7,4,3,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-08-20,776660,Colorado Rockies,Los Angeles Dodgers,Coors Field,37.11,49.59,12.5,62.1,0.0,9.5,11,8,3,True,NO BET,,,AWAY,AWAY,NO BET,NO BET,LOSS,NO BET
2025-08-20,776652,Los Angeles Angels,Cincinnati Reds,Angel Stadium,48.64,43.19,5.5,60.4,0.0,9.4,3,2,1,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-08-20,776656,San Diego Padres,San Francisco Giants,Petco Park,40.22,22.71,17.5,64.2,0.0,10.0,9,8,1,True,HOME,HOME,0.5319,NO BET,,NO BET,WIN,NO BET,NO BET
2025-08-21,776653,Minnesota Twins,Athletics,Target Field,51.22,46.73,4.5,55.9,0.0,9.0,11,3,8,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-08-21,776657,Kansas City Royals,Texas Rangers,Kauffman Stadium,28.16,57.47,29.3,60.8,0.0,9.5,10,6,4,True,NO BET,,,AWAY,AWAY,NO BET,NO BET,LOSS,NO BET
2025-08-21,776651,Chicago Cubs,Milwaukee Brewers,Wrigley Field,69.8,30.54,39.3,58.9,0.0,9.2,5,1,4,False,NO BET,,,HOME,HOME,NO BET,NO BET,LOSS,NO BET
2025-08-21,776644,Colorado Rockies,Los Angeles Dodgers,Coors Field,37.57,50.62,13.0,61.9,0.0,9.5,14,5,9,False,NO BET,,,AWAY,AWAY,NO BET,NO BET,WIN,NO BET
2025-08-21,776650,Washington Nationals,New York Mets,Nationals Park,40.46,40.0,0.5,59.0,0.0,9.4,12,9,3,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-08-21,776642,San Diego Padres,San Francisco Giants,Petco Park,49.4,29.71,19.7,61.1,0.0,9.6,12,8,4,True,NO BET,,,HOME,HOME,NO BET,NO BET,WIN,NO BET
2025-08-21,776655,Baltimore Orioles,Houston Astros,Oriole Park at Camden Yards,34.63,44.39,9.8,60.2,0.0,9.5,9,2,7,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-08-21,776654,New York Yankees,Boston Red Sox,Yankee Stadium,41.24,31.31,9.9,61.5,0.0,9.7,9,3,6,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-08-21,776631,Tampa Bay Rays,St. Louis Cardinals,George M. Steinbrenner Field,49.17,44.64,4.5,58.3,0.0,9.2,11,4,7,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-08-22,776637,Pittsburgh Pirates,Colorado Rockies,PNC Park,54.71,58.39,3.7,52.7,0.0,8.6,9,9,0,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-08-22,776648,Philadelphia Phillies,Washington Nationals,Citizens Bank Park,59.96,28.37,31.6,60.5,0.0,9.4,9,4,5,False,NO BET,,,HOME,HOME,NO BET,NO BET,LOSS,NO BET
2025-08-22,776643,Baltimore Orioles,Houston Astros,Oriole Park at Camden Yards,40.0,53.81,13.8,57.6,0.0,9.2,17,7,10,False,NO BET,,,AWAY,AWAY,NO BET,NO BET,WIN,NO BET
2025-08-22,776647,New York Yankees,Boston Red Sox,Yankee Stadium,29.47,30.56,1.1,63.1,0.0,9.9,1,0,1,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-08-22,776649,Detroit Tigers,Kansas City Royals,Comerica Park,48.79,34.86,13.9,59.7,0.0,9.4,12,7,5,True,NO BET,,,HOME,HOME,NO BET,NO BET,WIN,NO BET
2025-08-22,776646,Miami Marlins,Toronto Blue Jays,loanDepot park,38.1,42.6,4.5,62.5,0.0,9.6,7,2,5,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-08-22,776645,Atlanta Braves,New York Mets,Truist Park,41.4,52.06,10.7,57.4,0.0,9.2,19,7,12,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-08-22,776633,Tampa Bay Rays,St. Louis Cardinals,George M. Steinbrenner Field,49.1,55.45,6.4,54.7,0.0,8.9,16,10,6,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-08-22,776639,Chicago White Sox,Minnesota Twins,Rate Field,58.62,44.71,13.9,55.7,0.0,8.9,16,7,9,False,NO BET,,,HOME,HOME,NO BET,NO BET,LOSS,NO BET
2025-08-22,776641,Texas Rangers,Cleveland Guardians,Globe Life Field,40.89,46.66,5.8,61.3,0.0,9.5,7,4,3,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-08-22,776634,Milwaukee Brewers,San Francisco Giants,American Family Field,48.59,53.73,5.1,57.0,0.0,9.0,9,5,4,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-08-22,776640,Los Angeles Angels,Chicago Cubs,Angel Stadium,50.29,48.18,2.1,58.7,0.0,9.2,5,2,3,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-08-22,776635,Arizona Diamondbacks,Cincinnati Reds,Chase Field,46.02,51.16,5.1,59.3,0.0,9.2,11,6,5,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-08-22,776636,San Diego Padres,Los Angeles Dodgers,Petco Park,37.99,27.65,10.3,62.9,0.0,9.9,3,2,1,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-08-22,776638,Seattle Mariners,Athletics,T-Mobile Park,42.0,28.7,13.3,62.2,0.0,9.7,5,3,2,True,NO BET,,,HOME,HOME,NO BET,NO BET,WIN,NO BET
2025-08-23,776627,New York Yankees,Boston Red Sox,Yankee Stadium,43.4,40.39,3.0,58.5,0.0,9.4,13,1,12,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-08-23,776630,Miami Marlins,Toronto Blue Jays,loanDepot park,43.04,42.07,1.0,58.1,0.0,9.3,13,6,7,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-08-23,776628,Philadelphia Phillies,Washington Nationals,Citizens Bank Park,71.47,35.77,35.7,57.1,0.0,9.0,10,6,4,True,HOME,HOME,0.6287,NO BET,,NO BET,WIN,NO BET,NO BET
2025-08-23,776625,Detroit Tigers,Kansas City Royals,Comerica Park,47.64,41.66,6.0,57.7,0.0,9.2,6,4,2,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-08-23,776632,Pittsburgh Pirates,Colorado Rockies,PNC Park,33.11,47.12,14.0,60.4,0.0,9.5,6,5,1,True,NO BET,,,AWAY,AWAY,NO BET,NO BET,LOSS,NO BET
2025-08-23,776629,Baltimore Orioles,Houston Astros,Oriole Park at Camden Yards,39.94,34.56,5.4,60.6,0.0,9.6,17,8,9,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-08-23,776623,Texas Rangers,Cleveland Guardians,Globe Life Field,27.84,32.96,5.1,66.6,0.0,10.1,10,10,0,True,NO BET,,,NO BET,,OVER,NO BET,NO BET,PUSH
2025-08-23,776619,Chicago White Sox,Minnesota Twins,Rate Field,46.52,45.27,1.2,56.8,0.0,9.2,10,7,3,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-08-23,776621,Milwaukee Brewers,San Francisco Giants,American Family Field,36.04,51.27,15.2,61.1,0.0,9.4,8,1,7,False,NO BET,,,AWAY,AWAY,NO BET,NO BET,WIN,NO BET
2025-08-23,776626,Atlanta Braves,New York Mets,Truist Park,38.26,41.98,3.7,59.3,0.0,9.5,11,2,9,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-08-23,776622,Arizona Diamondbacks,Cincinnati Reds,Chase Field,34.7,39.1,4.4,63.9,0.0,9.8,11,10,1,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-08-23,776617,San Diego Padres,Los Angeles Dodgers,Petco Park,33.95,37.12,3.2,61.1,0.0,9.7,6,5,1,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-08-23,776618,Los Angeles Angels,Chicago Cubs,Angel Stadium,31.54,44.46,12.9,64.3,0.0,9.8,13,1,12,False,NO BET,,,AWAY,AWAY,NO BET,NO BET,WIN,NO BET
2025-08-23,776620,Seattle Mariners,Athletics,T-Mobile Park,46.06,49.61,3.5,56.2,0.0,9.1,3,1,2,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-08-24,776610,Pittsburgh Pirates,Colorado Rockies,PNC Park,54.31,52.67,1.6,53.8,0.0,8.8,4,4,0,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-08-24,776606,Tampa Bay Rays,St. Louis Cardinals,George M. Steinbrenner Field,53.51,60.7,7.2,52.9,0.0,8.6,9,7,2,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-08-24,776612,Baltimore Orioles,Houston Astros,Oriole Park at Camden Yards,51.41,42.73,8.7,57.0,0.0,9.1,5,3,2,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-08-24,776613,Philadelphia Phillies,Washington Nationals,Citizens Bank Park,69.63,33.09,36.5,58.1,0.0,9.1,5,3,2,True,NO BET,,,HOME,HOME,NO BET,NO BET,WIN,NO BET
2025-08-24,776624,Atlanta Braves,New York Mets,Truist Park,69.13,31.77,37.4,58.6,0.0,9.1,7,4,3,True,NO BET,,,HOME,HOME,NO BET,NO BET,WIN,NO BET
2025-08-24,776615,Detroit Tigers,Kansas City Royals,Comerica Park,65.27,40.41,24.9,56.4,0.0,8.9,18,8,10,False,NO BET,,,HOME,HOME,NO BET,NO BET,LOSS,NO BET
2025-08-24,776614,Miami Marlins,Toronto Blue Jays,loanDepot park,27.26,56.95,29.7,61.1,0.0,9.5,8,5,3,True,NO BET,,,AWAY,AWAY,NO BET,NO BET,LOSS,NO BET
2025-08-24,776607,Chicago White Sox,Minnesota Twins,Rate Field,56.8,48.94,7.9,54.6,0.0,8.8,8,8,0,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-08-24,776608,Milwaukee Brewers,San Francisco Giants,American Family Field,41.92,57.0,15.1,58.7,0.0,9.1,7,3,4,False,NO BET,,,AWAY,AWAY,NO BET,NO BET,WIN,NO BET
2025-08-24,776611,Texas Rangers,Cleveland Guardians,Globe Life Field,34.32,43.29,9.0,63.6,0.0,9.8,5,5,0,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-08-24,776605,Los Angeles Angels,Chicago Cubs,Angel Stadium,45.16,50.98,5.8,56.4,0.0,9.1,7,3,4,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-08-24,776609,Arizona Diamondbacks,Cincinnati Reds,Chase Field,56.31,35.7,20.6,61.9,0.0,9.5,7,1,6,False,NO BET,,,HOME,HOME,NO BET,NO BET,LOSS,NO BET
2025-08-24,776603,San Diego Padres,Los Angeles Dodgers,Petco Park,40.57,33.35,7.2,60.9,0.0,9.6,10,2,8,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-08-24,776602,Seattle Mariners,Athletics,T-Mobile Park,66.2,20.53,45.7,62.2,0.0,9.5,15,11,4,True,HOME,HOME,0.5432,NO BET,,NO BET,WIN,NO BET,NO BET
2025-08-24,776616,New York Yankees,Boston Red Sox,Yankee Stadium,41.0,29.56,11.4,62.0,0.0,9.7,9,7,2,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-08-25,776604,Baltimore Orioles,Boston Red Sox,Oriole Park at Camden Yards,35.37,54.52,19.2,58.9,0.0,9.3,7,3,4,False,NO BET,,,AWAY,AWAY,NO BET,NO BET,WIN,NO BET
2025-08-25,776601,Cleveland Guardians,Tampa Bay Rays,Progressive Field,44.65,32.93,11.7,62.3,0.0,9.7,9,0,9,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-08-25,776600,Miami Marlins,Atlanta Braves,loanDepot park,56.91,40.8,16.1,57.1,0.0,9.1,3,2,1,True,NO BET,,,HOME,HOME,NO BET,NO BET,WIN,NO BET
2025-08-25,776597,New York Yankees,Washington Nationals,Yankee Stadium,45.17,34.22,11.0,60.2,0.0,9.5,15,10,5,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-08-25,776596,Toronto Blue Jays,Minnesota Twins,Rogers Centre,51.55,42.2,9.3,57.2,0.0,9.1,14,10,4,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-08-25,776598,New York Mets,Philadelphia Phillies,Citi Field,20.82,45.22,24.4,64.2,0.0,9.9,16,13,3,True,AWAY,AWAY,0.5417,NO BET,,NO BET,LOSS,NO BET,NO BET
2025-08-25,776599,Chicago White Sox,Kansas City Royals,Rate Field,46.13,48.2,2.1,56.3,0.0,9.1,7,7,0,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-08-25,776593,Milwaukee Brewers,Arizona Diamondbacks,American Family Field,35.97,49.77,13.8,61.2,0.0,9.4,12,7,5,True,NO BET,,,AWAY,AWAY,NO BET,NO BET,LOSS,NO BET
2025-08-25,776589,St. Louis Cardinals,Pittsburgh Pirates,Busch Stadium,86.01,44.42,41.6,53.1,0.0,8.4,13,7,6,True,HOME,HOME,0.665,NO BET,,NO BET,WIN,NO BET,NO BET
2025-08-25,776592,Texas Rangers,Los Angeles Angels,Globe Life Field,62.96,32.01,31.0,62.3,0.0,9.4,4,0,4,False,NO BET,,,HOME,HOME,NO BET,NO BET,LOSS,NO BET
2025-08-25,776595,Seattle Mariners,San Diego Padres,T-Mobile Park,30.65,28.72,1.9,63.3,0.0,10.0,15,9,6,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-08-25,776590,Athletics,Detroit Tigers,Sutter Health Park,41.68,41.15,0.5,58.5,0.0,9.4,11,8,3,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-08-25,776594,Los Angeles Dodgers,Cincinnati Reds,Dodger Stadium,50.73,27.88,22.8,64.8,0.0,9.8,7,7,0,True,NO BET,,,HOME,HOME,NO BET,NO BET,WIN,NO BET
2025-08-26,776591,Baltimore Orioles,Boston Red Sox,Oriole Park at Camden Yards,53.16,50.09,3.1,54.7,0.0,8.9,5,0,5,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-08-26,776584,Cleveland Guardians,Tampa Bay Rays,Progressive Field,43.05,38.79,4.3,59.1,0.0,9.4,3,3,0,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-08-26,776581,Miami Marlins,Atlanta Braves,loanDepot park,51.44,47.29,4.1,55.7,0.0,9.0,13,2,11,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-08-26,776588,New York Yankees,Washington Nationals,Yankee Stadium,48.58,36.93,11.6,59.1,0.0,9.4,6,5,1,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-08-26,776582,Toronto Blue Jays,Minnesota Twins,Rogers Centre,65.93,51.71,14.2,52.9,0.0,8.6,12,5,7,False,NO BET,,,HOME,HOME,NO BET,NO BET,LOSS,NO BET
2025-08-26,776585,New York Mets,Philadelphia Phillies,Citi Field,18.31,42.23,23.9,65.3,0.0,10.1,11,6,5,True,AWAY,AWAY,0.5548,NO BET,,OVER,LOSS,NO BET,WIN
2025-08-26,776583,Chicago White Sox,Kansas City Royals,Rate Field,31.32,39.7,8.4,61.6,0.0,9.7,9,4,5,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-08-26,776586,Milwaukee Brewers,Arizona Diamondbacks,American Family Field,38.14,51.23,13.1,60.4,0.0,9.3,17,9,8,True,NO BET,,,AWAY,AWAY,NO BET,NO BET,LOSS,NO BET
2025-08-26,776578,St. Louis Cardinals,Pittsburgh Pirates,Busch Stadium,56.64,68.37,11.7,43.2,-8.0,8.1,11,3,8,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-08-26,776575,Texas Rangers,Los Angeles Angels,Globe Life Field,42.71,26.92,15.8,65.9,0.0,10.0,10,7,3,True,NO BET,,,HOME,HOME,OVER,NO BET,WIN,PUSH
2025-08-26,776587,Houston Astros,Colorado Rockies,Daikin Park,63.22,22.27,41.0,62.0,0.0,9.5,7,1,6,False,HOME,HOME,0.5342,NO BET,,NO BET,LOSS,NO BET,NO BET
2025-08-26,776577,Seattle Mariners,San Diego Padres,T-Mobile Park,34.84,41.01,6.2,60.4,0.0,9.6,13,6,7,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-08-26,776576,San Francisco Giants,Chicago Cubs,Oracle Park,55.22,32.36,22.9,56.8,0.0,9.3,7,5,2,True,NO BET,,,HOME,HOME,NO BET,NO BET,WIN,NO BET
2025-08-26,776573,Athletics,Detroit Tigers,Sutter Health Park,34.75,37.09,2.3,60.9,0.0,9.7,13,7,6,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-08-26,776574,Los Angeles Dodgers,Cincinnati Reds,Dodger Stadium,45.81,32.74,13.1,60.6,0.0,9.6,9,6,3,True,NO BET,,,HOME,HOME,NO BET,NO BET,WIN,NO BET
2025-08-27,776570,New York Yankees,Washington Nationals,Yankee Stadium,63.37,33.36,30.0,58.7,0.0,9.2,13,11,2,True,NO BET,,,HOME,HOME,NO BET,NO BET,WIN,NO BET
2025-08-27,776580,Cleveland Guardians,Tampa Bay Rays,Progressive Field,51.14,51.73,0.6,54.5,0.0,8.9,7,4,3,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-08-27,776565,Miami Marlins,Atlanta Braves,loanDepot park,50.9,40.61,10.3,60.9,0.0,9.4,13,1,12,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-08-27,776561,Seattle Mariners,San Diego Padres,T-Mobile Park,38.75,28.7,10.1,62.5,0.0,9.8,7,4,3,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-08-27,776579,Baltimore Orioles,Boston Red Sox,Oriole Park at Camden Yards,33.89,45.48,11.6,60.3,0.0,9.5,5,2,3,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-08-27,776567,Toronto Blue Jays,Minnesota Twins,Rogers Centre,37.8,47.35,9.6,58.9,0.0,9.4,17,9,8,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-08-27,776566,New York Mets,Philadelphia Phillies,Citi Field,35.21,33.25,2.0,61.5,0.0,9.7,6,6,0,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-08-27,776569,Chicago White Sox,Kansas City Royals,Rate Field,28.79,44.87,16.1,61.9,0.0,9.7,13,1,12,False,NO BET,,,AWAY,AWAY,NO BET,NO BET,WIN,NO BET
