date,game_id,home_team,away_team,venue,home_edge_score,away_edge_score,edge_diff,ou_score,ou_convergence_boost,model_total,actual_total,home_score,away_score,home_won,bet_signal,bet_side,model_win_prob,diff_signal,diff_side,ou_signal,ml_result,diff_result,ou_result
2025-05-09,778001,New York Mets,Chicago Cubs,Citi Field,43.76,46.58,2.8,57.2,0.0,9.2,9,7,2,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-05-09,777997,Cleveland Guardians,Philadelphia Phillies,Progressive Field,49.34,43.66,5.7,57.0,0.0,9.1,6,6,0,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-05-09,777990,Kansas City Royals,Boston Red Sox,Kauffman Stadium,35.83,43.65,7.8,59.9,0.0,9.5,3,2,1,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-05-09,777991,Chicago White Sox,Miami Marlins,Rate Field,58.17,63.27,5.1,43.2,-8.0,8.2,8,6,2,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-05-09,777989,Houston Astros,Cincinnati Reds,Daikin Park,49.21,54.02,4.8,54.8,0.0,8.9,3,3,0,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-05-09,777992,Minnesota Twins,San Francisco Giants,Target Field,43.03,48.39,5.4,57.3,0.0,9.2,4,3,1,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-05-09,777993,Colorado Rockies,San Diego Padres,Coors Field,50.63,50.34,0.3,54.8,0.0,8.9,22,9,13,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-05-09,777986,Los Angeles Angels,Baltimore Orioles,Angel Stadium,31.33,46.79,15.5,64.1,0.0,9.8,5,1,4,False,NO BET,,,AWAY,AWAY,NO BET,NO BET,WIN,NO BET
2025-05-09,777988,Arizona Diamondbacks,Los Angeles Dodgers,Chase Field,43.86,36.8,7.1,62.8,0.0,9.7,25,11,14,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-05-09,777984,Seattle Mariners,Toronto Blue Jays,T-Mobile Park,49.46,57.72,8.3,54.4,0.0,8.8,9,3,6,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-05-09,777994,Athletics,New York Yankees,Sutter Health Park,56.11,49.92,6.2,54.4,0.0,8.8,12,2,10,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-05-10,777980,Washington Nationals,St. Louis Cardinals,Nationals Park,39.93,28.53,11.4,62.4,0.0,9.8,6,2,4,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-05-10,777985,Pittsburgh Pirates,Atlanta Braves,PNC Park,51.43,55.04,3.6,54.1,0.0,8.8,5,2,3,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-05-10,777972,Athletics,New York Yankees,Sutter Health Park,77.83,61.87,16.0,35.3,-15.0,7.6,18,11,7,True,NO BET,,,HOME,HOME,NO BET,NO BET,WIN,NO BET
2025-05-10,777981,Tampa Bay Rays,Milwaukee Brewers,George M. Steinbrenner Field,78.87,41.34,37.5,56.3,0.0,8.8,5,3,2,True,HOME,HOME,0.6472,NO BET,,NO BET,WIN,NO BET,NO BET
2025-05-10,777987,Detroit Tigers,Texas Rangers,Comerica Park,69.52,66.5,3.0,33.1,-15.0,7.6,13,3,10,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-05-10,777983,Cleveland Guardians,Philadelphia Phillies,Progressive Field,37.08,51.4,14.3,58.7,0.0,9.3,8,1,7,False,NO BET,,,AWAY,AWAY,NO BET,NO BET,WIN,NO BET
2025-05-10,777979,Houston Astros,Cincinnati Reds,Daikin Park,52.98,45.87,7.1,57.5,0.0,9.1,22,9,13,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-05-10,777977,Kansas City Royals,Boston Red Sox,Kauffman Stadium,53.99,37.42,16.6,58.4,0.0,9.3,11,1,10,False,NO BET,,,HOME,HOME,NO BET,NO BET,LOSS,NO BET
2025-05-10,777978,Chicago White Sox,Miami Marlins,Rate Field,58.22,56.77,1.4,45.7,-8.0,8.4,4,1,3,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-05-10,777982,New York Mets,Chicago Cubs,Citi Field,42.99,41.89,1.1,59.7,0.0,9.4,11,5,6,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-05-10,777974,Minnesota Twins,San Francisco Giants,Target Field,67.29,63.3,4.0,34.3,-15.0,7.7,3,2,1,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-05-10,777975,Arizona Diamondbacks,Los Angeles Dodgers,Chase Field,45.05,39.69,5.4,61.8,0.0,9.6,3,3,0,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-05-10,777976,Colorado Rockies,San Diego Padres,Coors Field,32.36,51.57,19.2,60.1,0.0,9.5,21,0,21,False,NO BET,,,AWAY,AWAY,NO BET,NO BET,WIN,NO BET
2025-05-10,777973,Los Angeles Angels,Baltimore Orioles,Angel Stadium,43.1,46.1,3.0,60.7,0.0,9.4,7,5,2,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-05-10,777970,Seattle Mariners,Toronto Blue Jays,T-Mobile Park,62.83,53.86,9.0,52.6,0.0,8.6,9,3,6,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-05-11,777968,New York Mets,Chicago Cubs,Citi Field,40.85,32.23,8.6,61.2,0.0,9.7,8,6,2,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-05-11,777962,Washington Nationals,St. Louis Cardinals,Nationals Park,30.52,42.87,12.3,61.6,0.0,9.7,7,1,6,False,NO BET,,,AWAY,AWAY,NO BET,NO BET,WIN,NO BET
2025-05-11,777967,Pittsburgh Pirates,Atlanta Braves,PNC Park,60.09,53.38,6.7,53.0,0.0,8.6,7,4,3,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-05-11,777969,Detroit Tigers,Texas Rangers,Comerica Park,62.69,50.32,12.4,53.6,0.0,8.7,7,1,6,False,NO BET,,,HOME,HOME,NO BET,NO BET,LOSS,NO BET
2025-05-11,777964,Tampa Bay Rays,Milwaukee Brewers,George M. Steinbrenner Field,50.9,54.51,3.6,54.3,0.0,8.8,6,2,4,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-05-11,777963,Houston Astros,Cincinnati Reds,Daikin Park,54.34,48.74,5.6,54.9,0.0,8.9,6,6,0,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-05-11,777965,Kansas City Royals,Boston Red Sox,Kauffman Stadium,52.07,42.55,9.5,57.0,0.0,9.1,4,1,3,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-05-11,777956,Minnesota Twins,San Francisco Giants,Target Field,58.46,28.86,29.6,65.3,0.0,9.7,13,7,6,True,NO BET,,,HOME,HOME,OVER,NO BET,WIN,WIN
2025-05-11,777966,Chicago White Sox,Miami Marlins,Rate Field,49.22,52.85,3.6,54.9,0.0,8.9,6,4,2,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-05-11,777955,Colorado Rockies,San Diego Padres,Coors Field,38.93,60.86,21.9,57.2,0.0,9.1,12,9,3,True,NO BET,,,AWAY,AWAY,NO BET,NO BET,LOSS,NO BET
2025-05-11,777957,Athletics,New York Yankees,Sutter Health Park,69.9,45.22,24.7,54.4,0.0,8.7,14,2,12,False,NO BET,,,HOME,HOME,NO BET,NO BET,LOSS,NO BET
2025-05-11,777961,Los Angeles Angels,Baltimore Orioles,Angel Stadium,30.19,73.73,43.5,61.8,0.0,9.3,10,3,7,False,AWAY,AWAY,0.6343,NO BET,,NO BET,WIN,NO BET,NO BET
2025-05-11,777954,Arizona Diamondbacks,Los Angeles Dodgers,Chase Field,36.47,49.07,12.6,62.4,0.0,9.6,9,1,8,False,NO BET,,,AWAY,AWAY,NO BET,NO BET,WIN,NO BET
2025-05-11,777958,Seattle Mariners,Toronto Blue Jays,T-Mobile Park,66.36,53.17,13.2,52.4,0.0,8.5,10,1,9,False,NO BET,,,HOME,HOME,NO BET,NO BET,LOSS,NO BET
2025-05-11,777971,Cleveland Guardians,Philadelphia Phillies,Progressive Field,46.59,36.53,10.1,59.4,0.0,9.4,3,0,3,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-05-12,777960,Cleveland Guardians,Milwaukee Brewers,Progressive Field,62.4,28.78,33.6,60.1,0.0,9.4,5,5,0,True,NO BET,,,HOME,HOME,NO BET,NO BET,WIN,NO BET
2025-05-12,777951,Detroit Tigers,Boston Red Sox,Comerica Park,35.37,49.33,14.0,59.5,0.0,9.4,16,14,2,True,NO BET,,,AWAY,AWAY,NO BET,NO BET,LOSS,NO BET
2025-05-12,777953,Philadelphia Phillies,St. Louis Cardinals,Citizens Bank Park,62.26,34.23,28.0,58.5,0.0,9.2,5,2,3,False,NO BET,,,HOME,HOME,NO BET,NO BET,LOSS,NO BET
2025-05-12,777950,New York Mets,Pittsburgh Pirates,Citi Field,52.01,75.98,24.0,51.8,0.0,8.4,7,4,3,True,AWAY,AWAY,0.64,NO BET,,NO BET,LOSS,NO BET,NO BET
2025-05-12,777959,Atlanta Braves,Washington Nationals,Truist Park,51.89,48.25,3.6,55.3,0.0,9.0,7,4,3,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-05-12,777952,Chicago Cubs,Miami Marlins,Wrigley Field,47.89,38.31,9.6,58.7,0.0,9.3,7,5,2,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-05-12,777949,Texas Rangers,Colorado Rockies,Globe Life Field,72.86,59.53,13.3,41.9,-8.0,7.9,3,2,1,True,HOME,HOME,0.6321,NO BET,,NO BET,WIN,NO BET,NO BET
2025-05-12,777948,Houston Astros,Kansas City Royals,Daikin Park,47.13,59.45,12.3,54.9,0.0,8.8,12,5,7,False,NO BET,,,AWAY,AWAY,NO BET,NO BET,WIN,NO BET
2025-05-12,777947,San Diego Padres,Los Angeles Angels,Petco Park,58.97,38.86,20.1,57.4,0.0,9.1,14,5,9,False,NO BET,,,HOME,HOME,NO BET,NO BET,LOSS,NO BET
2025-05-12,777941,Seattle Mariners,New York Yankees,T-Mobile Park,70.5,55.08,15.4,43.4,-8.0,8.1,16,5,11,False,HOME,HOME,0.6262,NO BET,,NO BET,LOSS,NO BET,NO BET
2025-05-12,777939,San Francisco Giants,Arizona Diamondbacks,Oracle Park,56.43,56.48,0.0,43.0,-8.0,8.4,3,1,2,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-05-13,777944,Cleveland Guardians,Milwaukee Brewers,Progressive Field,46.04,38.52,7.5,58.8,0.0,9.4,2,2,0,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-05-13,777940,Detroit Tigers,Boston Red Sox,Comerica Park,80.62,44.96,35.7,53.5,0.0,8.5,19,10,9,True,HOME,HOME,0.6516,NO BET,,NO BET,WIN,NO BET,NO BET
2025-05-13,777945,Cincinnati Reds,Chicago White Sox,Great American Ball Park,53.53,47.21,6.3,56.5,0.0,9.0,6,1,5,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-05-13,777935,Toronto Blue Jays,Tampa Bay Rays,Rogers Centre,55.6,53.1,2.5,53.5,0.0,8.7,20,9,11,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-05-13,777943,New York Mets,Pittsburgh Pirates,Citi Field,45.93,36.05,9.9,59.6,0.0,9.4,3,2,1,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-05-13,777942,Atlanta Braves,Washington Nationals,Truist Park,44.38,47.98,3.6,56.9,0.0,9.2,7,5,2,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-05-13,777936,Chicago Cubs,Miami Marlins,Wrigley Field,38.11,43.58,5.5,59.2,0.0,9.4,9,5,4,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-05-13,777934,Texas Rangers,Colorado Rockies,Globe Life Field,46.4,53.18,6.8,59.0,0.0,9.2,5,4,1,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-05-13,777931,Houston Astros,Kansas City Royals,Daikin Park,51.5,47.04,4.5,55.7,0.0,9.0,3,2,1,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-05-13,777932,San Diego Padres,Los Angeles Angels,Petco Park,64.75,27.58,37.2,60.3,0.0,9.4,10,6,4,True,NO BET,,,HOME,HOME,NO BET,NO BET,WIN,NO BET
2025-05-13,777926,Seattle Mariners,New York Yankees,T-Mobile Park,70.93,34.85,36.1,57.5,0.0,9.0,3,2,1,True,HOME,HOME,0.6273,NO BET,,NO BET,WIN,NO BET,NO BET
2025-05-13,777930,San Francisco Giants,Arizona Diamondbacks,Oracle Park,40.28,55.01,14.7,54.4,0.0,9.1,16,10,6,True,NO BET,,,AWAY,AWAY,NO BET,NO BET,LOSS,NO BET
2025-05-13,777937,Los Angeles Dodgers,Athletics,Dodger Stadium,53.24,44.92,8.3,56.2,0.0,9.0,12,1,11,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-05-14,777924,Baltimore Orioles,Minnesota Twins,Oriole Park at Camden Yards,51.8,40.87,10.9,57.6,0.0,9.2,9,3,6,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-05-14,777938,Baltimore Orioles,Minnesota Twins,Oriole Park at Camden Yards,45.33,48.02,2.7,56.6,0.0,9.1,14,6,8,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-05-14,777922,Philadelphia Phillies,St. Louis Cardinals,Citizens Bank Park,54.38,28.9,25.5,60.9,0.0,9.5,3,2,1,True,NO BET,,,HOME,HOME,NO BET,NO BET,WIN,NO BET
2025-05-14,777933,Philadelphia Phillies,St. Louis Cardinals,Citizens Bank Park,59.13,38.91,20.2,57.4,0.0,9.1,21,7,14,False,NO BET,,,HOME,HOME,NO BET,NO BET,LOSS,NO BET
2025-05-14,777925,Cleveland Guardians,Milwaukee Brewers,Progressive Field,58.98,40.3,18.7,57.0,0.0,9.1,14,5,9,False,NO BET,,,HOME,HOME,NO BET,NO BET,LOSS,NO BET
2025-05-14,777916,San Francisco Giants,Arizona Diamondbacks,Oracle Park,32.48,45.63,13.2,57.7,0.0,9.5,15,7,8,False,NO BET,,,AWAY,AWAY,NO BET,NO BET,WIN,NO BET
2025-05-14,777915,Seattle Mariners,New York Yankees,T-Mobile Park,47.77,50.26,2.5,55.6,0.0,9.0,5,2,3,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-05-14,777927,Detroit Tigers,Boston Red Sox,Comerica Park,53.03,46.46,6.6,55.8,0.0,9.0,11,6,5,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-05-14,777923,Toronto Blue Jays,Tampa Bay Rays,Rogers Centre,68.96,52.08,16.9,52.5,0.0,8.5,4,3,1,True,NO BET,,,HOME,HOME,NO BET,NO BET,WIN,NO BET
2025-05-14,777919,New York Mets,Pittsburgh Pirates,Citi Field,72.5,40.23,32.3,55.7,0.0,8.8,4,0,4,False,HOME,HOME,0.6312,NO BET,,NO BET,LOSS,NO BET,NO BET
2025-05-14,777928,Cincinnati Reds,Chicago White Sox,Great American Ball Park,51.08,66.5,15.4,54.0,0.0,8.6,6,2,4,False,NO BET,,,AWAY,AWAY,NO BET,NO BET,WIN,NO BET
2025-05-14,777929,Atlanta Braves,Washington Nationals,Truist Park,65.11,51.81,13.3,52.9,0.0,8.6,9,4,5,False,NO BET,,,HOME,HOME,NO BET,NO BET,LOSS,NO BET
2025-05-14,777921,Chicago Cubs,Miami Marlins,Wrigley Field,55.74,37.48,18.3,58.2,0.0,9.2,4,1,3,False,NO BET,,,HOME,HOME,NO BET,NO BET,LOSS,NO BET
2025-05-14,777918,Texas Rangers,Colorado Rockies,Globe Life Field,52.83,41.45,11.4,60.5,0.0,9.3,11,8,3,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-05-14,777920,Houston Astros,Kansas City Royals,Daikin Park,56.74,36.32,20.4,60.0,0.0,9.3,7,4,3,True,NO BET,,,HOME,HOME,NO BET,NO BET,WIN,NO BET
2025-05-14,777914,San Diego Padres,Los Angeles Angels,Petco Park,62.77,35.35,27.4,58.1,0.0,9.1,6,5,1,True,NO BET,,,HOME,HOME,NO BET,NO BET,WIN,NO BET
2025-05-14,777917,Los Angeles Dodgers,Athletics,Dodger Stadium,56.4,42.31,14.1,56.7,0.0,9.1,12,9,3,True,NO BET,,,HOME,HOME,NO BET,NO BET,WIN,NO BET
2025-05-15,777909,Atlanta Braves,Washington Nationals,Truist Park,42.7,62.06,19.4,56.0,0.0,8.9,7,5,2,True,NO BET,,,AWAY,AWAY,NO BET,NO BET,LOSS,NO BET
2025-05-15,777911,Baltimore Orioles,Minnesota Twins,Oriole Park at Camden Yards,44.46,44.24,0.2,57.3,0.0,9.2,4,0,4,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-05-15,777912,Cincinnati Reds,Chicago White Sox,Great American Ball Park,70.71,47.34,23.4,54.7,0.0,8.7,8,7,1,True,HOME,HOME,0.6268,NO BET,,NO BET,WIN,NO BET,NO BET
2025-05-15,777913,Toronto Blue Jays,Tampa Bay Rays,Rogers Centre,81.96,63.25,18.7,32.8,-15.0,7.4,11,3,8,False,NO BET,,,HOME,HOME,NO BET,NO BET,LOSS,NO BET
2025-05-15,777910,Texas Rangers,Houston Astros,Globe Life Field,60.03,53.69,6.3,56.1,0.0,8.8,1,1,0,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-05-15,777946,Los Angeles Dodgers,Athletics,Dodger Stadium,52.69,23.91,28.8,62.6,0.0,9.7,21,19,2,True,HOME,HOME,0.5257,NO BET,,NO BET,WIN,NO BET,NO BET
2025-05-16,777900,Chicago Cubs,Chicago White Sox,Wrigley Field,69.16,51.13,18.0,54.3,0.0,8.6,16,13,3,True,NO BET,,,HOME,HOME,NO BET,NO BET,WIN,NO BET
2025-05-16,777902,Cincinnati Reds,Cleveland Guardians,Great American Ball Park,47.42,58.45,11.0,55.9,0.0,8.9,9,5,4,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-05-16,777905,Philadelphia Phillies,Pittsburgh Pirates,Citizens Bank Park,67.45,50.47,17.0,53.1,0.0,8.6,12,8,4,True,NO BET,,,HOME,HOME,NO BET,NO BET,WIN,NO BET
2025-05-16,777907,Baltimore Orioles,Washington Nationals,Oriole Park at Camden Yards,38.64,31.68,7.0,61.6,0.0,9.7,7,3,4,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-05-16,777904,New York Yankees,New York Mets,Yankee Stadium,46.51,58.16,11.6,55.2,0.0,8.9,8,6,2,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-05-16,777906,Toronto Blue Jays,Detroit Tigers,Rogers Centre,47.21,47.87,0.7,56.1,0.0,9.1,9,4,5,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-05-16,777908,Boston Red Sox,Atlanta Braves,Fenway Park,54.05,49.35,4.7,54.8,0.0,8.9,6,2,4,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-05-16,777903,Miami Marlins,Tampa Bay Rays,loanDepot park,60.24,69.78,9.5,34.9,-15.0,7.7,13,9,4,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-05-16,777901,Kansas City Royals,St. Louis Cardinals,Kauffman Stadium,52.15,45.53,6.6,57.7,0.0,9.1,13,3,10,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-05-16,777895,Texas Rangers,Houston Astros,Globe Life Field,69.28,52.58,16.7,52.3,0.0,8.5,9,3,6,False,NO BET,,,HOME,HOME,NO BET,NO BET,LOSS,NO BET
2025-05-16,777898,Milwaukee Brewers,Minnesota Twins,American Family Field,49.64,66.31,16.7,55.5,0.0,8.7,3,0,3,False,NO BET,,,AWAY,AWAY,NO BET,NO BET,WIN,NO BET
2025-05-16,777897,Arizona Diamondbacks,Colorado Rockies,Chase Field,46.18,32.17,14.0,63.9,0.0,9.8,8,8,0,True,NO BET,,,HOME,HOME,NO BET,NO BET,WIN,NO BET
2025-05-16,777896,San Diego Padres,Seattle Mariners,Petco Park,50.42,30.94,19.5,60.7,0.0,9.5,6,1,5,False,NO BET,,,HOME,HOME,NO BET,NO BET,LOSS,NO BET
2025-05-16,777899,Los Angeles Dodgers,Los Angeles Angels,Dodger Stadium,41.61,22.84,18.8,64.0,0.0,9.9,8,2,6,False,HOME,HOME,0.5312,NO BET,,NO BET,LOSS,NO BET,NO BET
2025-05-16,777891,San Francisco Giants,Athletics,Oracle Park,61.16,40.74,20.4,53.7,0.0,8.9,10,9,1,True,NO BET,,,HOME,HOME,NO BET,NO BET,WIN,NO BET
2025-05-17,777888,New York Yankees,New York Mets,Yankee Stadium,45.11,56.37,11.3,55.8,0.0,9.0,5,2,3,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-05-17,777881,Chicago Cubs,Chicago White Sox,Wrigley Field,57.28,52.52,4.8,55.1,0.0,8.8,10,7,3,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-05-17,777886,Toronto Blue Jays,Detroit Tigers,Rogers Centre,57.32,56.98,0.3,45.8,-8.0,8.4,3,2,1,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-05-17,777890,Baltimore Orioles,Washington Nationals,Oriole Park at Camden Yards,39.99,44.37,4.4,58.6,0.0,9.4,16,6,10,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-05-17,777889,Miami Marlins,Tampa Bay Rays,loanDepot park,64.95,72.44,7.5,33.3,-15.0,7.5,4,0,4,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-05-17,777894,Philadelphia Phillies,Pittsburgh Pirates,Citizens Bank Park,51.73,33.64,18.1,59.7,0.0,9.4,7,5,2,True,NO BET,,,HOME,HOME,NO BET,NO BET,WIN,NO BET
2025-05-17,777892,Cincinnati Reds,Cleveland Guardians,Great American Ball Park,55.5,56.01,0.5,47.3,-8.0,8.5,5,4,1,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-05-17,777882,Texas Rangers,Houston Astros,Globe Life Field,44.82,53.67,8.9,56.2,0.0,9.0,6,5,1,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-05-17,777885,Kansas City Royals,St. Louis Cardinals,Kauffman Stadium,42.05,59.16,17.1,58.1,0.0,9.1,1,0,1,False,NO BET,,,AWAY,AWAY,NO BET,NO BET,WIN,NO BET
2025-05-17,777893,Boston Red Sox,Atlanta Braves,Fenway Park,60.58,52.85,7.7,53.1,0.0,8.6,13,7,6,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-05-17,777883,Milwaukee Brewers,Minnesota Twins,American Family Field,57.93,48.08,9.9,56.8,0.0,8.9,7,0,7,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-05-17,777887,Arizona Diamondbacks,Colorado Rockies,Chase Field,47.86,30.11,17.8,64.4,0.0,9.8,26,12,14,False,NO BET,,,HOME,HOME,NO BET,NO BET,LOSS,NO BET
2025-05-17,777875,San Diego Padres,Seattle Mariners,Petco Park,54.14,38.41,15.7,58.1,0.0,9.2,5,1,4,False,NO BET,,,HOME,HOME,NO BET,NO BET,LOSS,NO BET
2025-05-17,777879,San Francisco Giants,Athletics,Oracle Park,42.17,55.64,13.5,55.4,0.0,9.1,1,1,0,True,NO BET,,,AWAY,AWAY,NO BET,NO BET,LOSS,NO BET
2025-05-17,777884,Los Angeles Dodgers,Los Angeles Angels,Dodger Stadium,37.87,42.46,4.6,59.4,0.0,9.5,20,9,11,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-05-18,777869,Texas Rangers,Houston Astros,Globe Life Field,55.58,43.34,12.2,56.4,0.0,9.0,7,3,4,False,NO BET,,,HOME,HOME,NO BET,NO BET,LOSS,NO BET
2025-05-18,777873,Baltimore Orioles,Washington Nationals,Oriole Park at Camden Yards,54.27,33.78,20.5,61.0,0.0,9.5,14,4,10,False,NO BET,,,HOME,HOME,NO BET,NO BET,LOSS,NO BET
2025-05-18,777880,Philadelphia Phillies,Pittsburgh Pirates,Citizens Bank Park,74.78,78.14,3.4,31.4,-15.0,7.2,1,1,0,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-05-18,777876,Boston Red Sox,Atlanta Braves,Fenway Park,59.2,35.47,23.7,60.0,0.0,9.3,14,4,10,False,NO BET,,,HOME,HOME,NO BET,NO BET,LOSS,NO BET
2025-05-18,777871,Toronto Blue Jays,Detroit Tigers,Rogers Centre,47.01,48.37,1.4,56.1,0.0,9.1,5,2,3,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-05-18,777874,Cincinnati Reds,Cleveland Guardians,Great American Ball Park,38.86,48.76,9.9,59.5,0.0,9.3,4,3,1,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-05-18,777877,Miami Marlins,Tampa Bay Rays,loanDepot park,50.11,54.45,4.3,54.5,0.0,8.8,6,5,1,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-05-18,777864,Kansas City Royals,St. Louis Cardinals,Kauffman Stadium,56.68,46.04,10.6,55.5,0.0,8.9,3,2,1,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-05-18,777865,Milwaukee Brewers,Minnesota Twins,American Family Field,50.17,52.07,1.9,58.3,0.0,9.1,7,5,2,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-05-18,777872,Chicago Cubs,Chicago White Sox,Wrigley Field,66.96,45.86,21.1,54.5,0.0,8.7,8,6,2,True,NO BET,,,HOME,HOME,NO BET,NO BET,WIN,NO BET
2025-05-18,777867,San Francisco Giants,Athletics,Oracle Park,64.58,52.42,12.2,51.4,0.0,8.6,5,3,2,True,NO BET,,,HOME,HOME,NO BET,NO BET,WIN,NO BET
2025-05-18,777870,Arizona Diamondbacks,Colorado Rockies,Chase Field,51.27,30.87,20.4,63.8,0.0,9.7,1,1,0,True,NO BET,,,HOME,HOME,NO BET,NO BET,WIN,NO BET
2025-05-18,777866,Los Angeles Dodgers,Los Angeles Angels,Dodger Stadium,43.28,36.28,7.0,59.8,0.0,9.5,10,4,6,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-05-18,777868,San Diego Padres,Seattle Mariners,Petco Park,55.4,45.77,9.6,55.7,0.0,9.0,7,1,6,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-05-18,777878,New York Yankees,New York Mets,Yankee Stadium,39.3,56.27,17.0,57.6,0.0,9.2,10,8,2,True,NO BET,,,AWAY,AWAY,NO BET,NO BET,LOSS,NO BET
2025-05-19,777859,Pittsburgh Pirates,Cincinnati Reds,PNC Park,60.36,66.76,6.4,35.2,-15.0,7.8,8,1,7,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-05-19,777863,Miami Marlins,Chicago Cubs,loanDepot park,45.62,32.61,13.0,60.7,0.0,9.6,15,8,7,True,NO BET,,,HOME,HOME,NO BET,NO BET,WIN,NO BET
